Tanggal,Emas,Dollar,Minyak Dunia,SNP 500
4/9/2024,"2.493,40","15.425,0","78,23",5621
5/9/2024,"2.511,40","15.490,0","77,83",5571
6/9/2024,"2.493,50","15.420,0","77,45",5635
9/9/2024,"2.501,80","15.410,0","79,09",5617
10/9/2024,"2.512,30","15.450,0","78,17",5626
11/9/2024,"2.512,10","15.520,0","77,41",5592
12/9/2024,"2.551,20","15.520,0","78,41",5592
13/09/2024,"2.581,30","15.470,0","78,32",5648
16/09/2024,"2.580,40","15.395,0","77,50",5529
17/09/2024,"2.564,30","15.360,0","77,53",5520
18/09/2024,"2.570,70","15.450,0","77,25",5503
19/09/2024,"2.588,00","15.445,0","79,30",5408
20/09/2024,"2.619,90","15.395,0","80,74",5471
23/09/2024,"2.626,50","15.425,0","80,58",5496
24/09/2024,"2.651,20","15.395,0","82,16",5554
25/09/2024,"2.659,20","15.393,1","82,73",5596
26/09/2024,"2.669,90","15.330,0","81,27",5626
27/09/2024,"2.644,30","15.330,0","80,64",5633
30/09/2024,"2.636,10","15.230,0","80,17",5635
1/10/2024,"2.667,30","15.145,0","81,38",5618
2/10/2024,"2.647,10","15.195,0","81,04",5714
3/10/2024,"2.657,10","15.180,0","80,78",5703
4/10/2024,"2.645,80","15.095,0","82,42",5719
7/10/2024,"2.644,80","15.160,0","82,82",5733
8/10/2024,"2.615,00","15.120,0","84,22",5722
9/10/2024,"2.606,00","15.135,0","84,61",5745
10/10/2024,"2.620,60","15.195,0","85,81",5738
11/10/2024,"2.657,60","15.260,0","86,10",5762
14/10/2024,"2.647,80","15.415,0","85,53",5709
15/10/2024,"2.661,40","15.480,0","84,46",5710
16/10/2024,"2.674,00","15.675,0","85,44",5700
17/10/2024,"2.691,00","15.640,0","84,45",5751
18/10/2024,"2.713,70","15.615,0","85,08",5696
21/10/2024,"2.723,10","15.660,0","84,86",5751
22/10/2024,"2.744,20","15.575,0","84,83",5792
23/10/2024,"2.714,40","15.555,0","82,15",5780
24/10/2024,"2.734,90","15.575,0","82,10",5815
25/10/2024,"2.740,90","15.505,0","82,22",5860
28/10/2024,"2.742,90","15.490,0","81,90",5815
29/10/2024,"2.768,40","15.460,0","82,56",5842
30/10/2024,"2.788,50","15.490,0","82,09",5841
31/10/2024,"2.738,30","15.555,0","82,75",5865
1/11/2024,"2.738,60","15.615,0","83,13",5854
4/11/2024,"2.736,10","15.575,0","82,03",5851
5/11/2024,"2.740,30","15.635,0","81,28",5797
6/11/2024,"2.667,60","15.720,0","78,44",5810
7/11/2024,"2.698,40","15.755,0","78,48",5808
8/11/2024,"2.687,50","15.690,0","77,76",5824
11/11/2024,"2.611,20","15.690,0","78,14",5833
12/11/2024,"2.600,00","15.715,0","78,06",5814
13/11/2024,"2.580,80","15.750,0","78,56",5705
14/11/2024,"2.568,20","15.730,0","78,80",5729
15/11/2024,"2.565,70","15.825,0","77,84",5713
18/11/2024,"2.610,60","15.730,0","78,60",5783
19/11/2024,"2.627,10","15.665,0","77,65",5929
20/11/2024,"2.648,20","15.675,0","78,16",5973
21/11/2024,"2.672,10","15.775,0","78,74",5996
22/11/2024,"2.709,90","15.770,0","79,58",6001
25/11/2024,"2.616,80","15.850,0","79,30",5984
26/11/2024,"2.620,30","15.850,0","78,66",5985
27/11/2024,"2.639,90","15.845,0","77,15",5949
29/11/2024,"2.657,00","15.825,0","76,46",5871
2/12/2024,"2.634,90","15.860,0","77,23",5894
3/12/2024,"2.644,70","15.920,0","78,65",5917
4/12/2024,"2.653,80","15.870,0","79,35",5917
5/12/2024,"2.626,60","15.865,0","78,80",5949
6/12/2024,"2.638,60","15.925,0","77,54",5969
9/12/2024,"2.664,90","15.925,0","76,73",5987
10/12/2024,"2.697,60","15.865,0","74,09",6022
11/12/2024,"2.733,80","15.840,0","73,06",5999
12/12/2024,"2.687,50","15.895,0","73,82",6032
13/12/2024,"2.656,00","15.935,0","75,24",6047
16/12/2024,"2.651,40","15.925,0","75,22",6050
17/12/2024,"2.644,40","15.855,0","77,33",6086
18/12/2024,"2.636,50","15.845,0","77,55",6075
19/12/2024,"2.592,20","15.860,0","78,15",6090
20/12/2024,"2.628,70","15.860,0","78,26",6053
23/12/2024,"2.612,30","15.910,0","78,05",6035
24/12/2024,"2.620,00","15.920,0","79,72",6084
26/12/2024,"2.638,80","15.990,0","80,71",6051
27/12/2024,"2.617,20","15.995,0","80,59",6051
30/12/2024,"2.606,10","16.060,0","81,29",6074
31/12/2024,"2.629,20","16.085,0","79,96",6051
2/1/2025,"2.658,90","16.285,0","80,86",5872
3/1/2025,"2.645,00","16.190,0","80,07",5867
6/1/2025,"2.638,40","16.170,0","80,19",5931
7/1/2025,"2.656,70","16.185,0","80,83",5974
8/1/2025,"2.664,50","16.185,0","80,64",6040
9/1/2025,"2.683,80","16.185,0","82,32",6038
10/1/2025,"2.708,50","16.230,0","81,91",5971
13/01/2025,"2.673,50","16.130,0","83,02",5907
14/01/2025,"2.677,50","16.090,0","83,94",5882
15/01/2025,"2.712,50","16.090,0","82,26",5869
16/01/2025,"2.746,40","16.190,0","81,52",5942
17/01/2025,"2.744,30","16.185,0","80,56",5975
21/01/2025,"2.755,00","16.190,0","81,07",5909
22/01/2025,"2.767,60","16.125,0","81,38",5918
23/01/2025,"2.763,10","16.190,0","81,02",5827
24/01/2025,"2.777,30","16.195,0","80,84",5836
27/01/2025,"2.737,50","16.180,0","79,71",5843
28/01/2025,"2.766,80","16.270,0","81,44",5950
29/01/2025,"2.769,10","16.260,0","81,30",5937
30/01/2025,"2.823,00","16.315,0","78,64",5997
31/01/2025,"2.812,50","16.355,0","78,40",6049
3/2/2025,"2.833,90","16.360,0","75,92",6086
4/2/2025,"2.853,30","16.355,0","76,58",6119
5/2/2025,"2.871,60","16.330,0","77,11",6101
6/2/2025,"2.856,00","16.280,0","76,00",6012
7/2/2025,"2.867,30","16.275,0","74,80",6068
10/2/2025,"2.914,30","16.170,0","73,88",6039
11/2/2025,"2.912,50","16.170,0","76,84",6071
12/2/2025,"2.909,00","16.170,0","75,40",6041
13/02/2025,"2.925,90","16.170,0","72,59",5995
14/02/2025,"2.883,60","16.255,0","72,20",6038
16/02/2025,"2.913,00","16.295,0","72,34",6061
